video,caption
B0640.10,A monkey is seen laying on the ground in the video.
B0772.21,A group of elephants are seen walking through a forest.
B0669.5,A deer is seen walking through the woods in the video.
B0648.20,A bear is seen walking through the woods in the video.
B0707.32,A monkey is seen sitting on a tree branch in the video.
B0228.12,A group of camels are seen walking in a desert.
B0686.1,A deer is seen walking through the woods in the video.
B1014.32,A group of birds are seen sitting on a rock in the video.
B0781.45,A deer is seen walking through the woods in the video.
B0019.5,A group of people are standing around a cow in a field.
B1049.35,A dog is seen walking on a rock in the video.
B1025.38,A group of birds are seen flying over a rocky cliff.
B0681.60,A bear is seen walking through the grass in the video.
B0743.28,A bird is seen flying in the air in the video.
B0501.2,A small animal is seen walking on the ground in the video.
B0806.63,A dog is seen walking through the grass in the video.
B0470.3,A dog is seen walking through the woods in the video.
B0767.1,A baboon is seen sitting in the grass and looking at the camera.
B0805.10,A squirrel is seen climbing up a tree in the video.
B0656.56,A deer is seen walking through the woods in the video.
B0778.17,A small animal is seen walking on the ground in the woods.
B0805.57,A deer is seen walking through the woods in the video.
B0970.3,A dog is seen walking on a rock in the video.
B0765.31,A baboon is seen sitting on a branch in the wild.
B0804.3,A squirrel is seen climbing up a tree in the video.
B0745.29,A bird is seen perched on a branch in the video.
B1044.26,A bear is seen walking on a rock in the video.
B0779.48,A lion is seen walking through the grass in the video.
B0803.57,A deer is seen walking through the woods in the video.
B0831.10,A dog is seen running through the water in the video.
B0671.21,A deer is seen walking through the woods in the video.
B0251.7,A deer is seen walking through the woods in the video.
B0648.24,A monkey is seen walking through the forest in the video.
B0790.25,A deer is seen walking through the woods in the video.
B0108.5,A bird is seen flying over a forest in the video.
B0776.40,A deer is seen walking through the woods in the video.
B0819.7,A cow is seen walking in the mud in the video.
B0636.28,A bird is seen perched on a tree branch in the video.
B0050.9,A lion is seen walking through the grass in the video.
B1013.46,A group of animals are seen walking in a line.
B0906.7,A lizard is seen climbing up a rock in the video.
B0642.45,A bear is seen walking through the grass and trees.
B0699.18,A lion is seen walking through the trees in the video.
B0633.25,A dog is seen walking through the grass in the video.
B0732.17,A gorilla is seen walking through the jungle in the video.
B0648.10,A small animal is seen walking through the grass in the video.
B1031.10,A dog is seen running through a rocky terrain in the video.
B0799.52,A monkey is seen walking on a branch in the video.
B0795.26,A monkey is seen climbing up a tree in the video.
B0638.65,A deer is seen walking through the grass in the video.
B1014.13,A group of dinosaurs are seen walking in a line.
B0996.55,A dog is seen running through the woods in the video.
B1037.33,A large bear is seen walking through the woods in the video.
B1065.2,A wolf is seen walking through the woods in the video.
B0647.21,A baboon is seen walking through the grass while a monkey is sitting on a rock.
B0228.3,A group of camels are seen walking in the desert.
B0761.9,A dinosaur is seen walking through a forest in the video.
B0481.9,A dog is seen walking on a dirt road in the video.
B0660.10,A kangaroo is seen walking through the forest in the video.
B1024.27,A dog is seen walking on a rock in the video.
B0901.24,A deer is seen walking through the woods in the video.
B0038.5,A gorilla is seen standing in a forest and reaching out to a tree.
B0474.10,A group of elephants are seen walking through a muddy area.
B0649.59,A lion is seen walking through the trees in the video.
B0661.52,A monkey is seen walking through the trees in the video.
B0670.42,A gorilla is seen walking through the trees in the video.
B0574.4,A squirrel is seen climbing up a tree in the video.
B0946.18,A group of animals are seen walking around a small village.
B0888.2,A small fish swims in the water in the video.
B0635.52,A baboon is seen sitting on a tree branch in the video.
B0786.29,A group of elephants are seen walking through the forest.
B0801.55,A monkey is seen walking through the grass in the video.
B0797.56,A small animal is seen walking through the grass in the video.
B0791.16,A squirrel is seen running across the ground in the video.
B0637.50,A baboon is seen sitting on a tree branch in the video.
B1043.51,A deer is seen walking through the woods in the video.
B0785.59,A dog is seen walking through the grass in the video.
B0655.64,A frog is seen jumping in the air in the video.
B0927.17,A small bird is seen perched on a rock in the video.
B0664.48,A lion is seen walking through the grass in the video.
B0807.65,A deer is seen walking through the woods in the video.
B1005.13,A herd of elephants are seen walking through a rocky terrain.
B0175.2,A small lizard is seen on a rock in the video.
B0755.29,A lion is seen walking through the trees in the video.
B0869.13,A bird is seen flying over a rocky cliff in the video.
B0234.6,A group of birds are seen flying over a desert landscape.
B0654.18,A bear is seen walking through the woods in the video.
B0846.2,A bird is seen flying over a field of grass.
B0262.12,A group of elephants are seen walking through a field of grass.
B0013.8,A crocodile is seen swimming in the water with its head above the surface.
B0867.3,A group of elephants are seen walking through a river.
B0456.5,A kangaroo is seen walking in the dirt and then stops to look around.
B0979.14,A group of monkeys are seen climbing up a rock face in the video.
B0708.39,A bird is seen perched on a tree branch in the video.
B0487.11,A group of birds are seen standing on a hillside.
B0426.6,A dog is seen walking through a rocky area in the video.
B0787.57,A group of elephants are seen walking through a forest.
B0798.42,A small animal is seen walking through the grass in the video.
B0944.16,A bird is seen flying over a rocky cliff in the video.
B1013.29,A group of wolves are seen walking through a forest.
B0145.7,A squirrel is seen running across the ground in the video.
B0831.18,A dog is seen walking on the beach and looking at the camera.
B0066.5,A deer is seen walking through the woods in the video.
B0038.8,A man is seen walking through the woods with a dog.
B0044.12,A lion is seen walking through the grass in the video.
B0732.19,A bear is seen walking through the woods in the video.
B0798.15,A monkey is seen eating a banana in the video.
B0824.1,A cow is seen walking in the dirt and mud.
B0639.4,A baboon is seen sitting on a branch in the wild.
B0980.19,A black and white video shows a dog running through the woods.
B0339.2,A herd of elephants are walking through a desert landscape.
B0995.6,A dog is seen running through the woods in the video.
B0766.38,A baboon is seen eating leaves from a bush in the video.
B0861.17,A bird is seen flying over a river in the video.
B0761.41,A gorilla is seen walking through the jungle in the video.
B1010.9,A group of elephants are seen walking in a line.
B0660.17,A bird is seen flying over a forest in the video.
B0023.9,A group of elephants are seen walking through a river.
B0737.29,A gorilla is seen walking through the jungle in the video.
B1008.8,A group of elephants are seen walking through a rocky terrain.
B0389.1,A deer is seen walking on a rock in the woods.
B0737.21,A gorilla is seen walking through the forest in the video.
B0792.18,A deer is seen walking through the woods in the video.
B0115.2,A group of elephants are seen walking through a forest.
B0295.8,A herd of cattle is seen walking through a field.
B0711.9,A group of animals are seen walking through a forest.
B0707.27,A monkey is seen sitting on a tree branch in the video.
B0661.60,A small animal is seen walking through the grass in the video.
B0786.50,A black bear is seen walking through the woods in the video.
B0690.11,A dog is seen walking through the grass and picking up a stick.
B0779.1,A lion is seen walking through the grass in the video.
B0391.13,A deer is seen walking through the woods in the video.
B0770.23,A lion is seen sitting on the ground in the wild.
B1051.33,A dog is seen walking on a stone path in the video.
B0814.13,A gorilla is seen walking through a grassy field.
B0791.54,A deer is seen walking through the woods in the video.
B0505.2,A small lizard is seen crawling on the ground in the video.
B1003.57,A dog is seen walking on the rocks in the video.
B0565.2,A dog is seen walking on a rocky terrain in the video.
B0253.9,A herd of wildebeests are seen walking across a desert landscape.
B1037.31,A large bear is seen walking through the woods in the video.
B0967.12,A small animal is seen walking on a rock in the video.
B0311.9,A group of animals are seen walking in a field.
B0536.12,A small animal is seen walking on the ground in the video.
B0673.55,A black bear is seen walking through the woods and climbing up a tree.
B0346.3,A herd of elephants are seen walking through a desert landscape.
B0053.10,A bird is seen perched on a tree branch in the video.
B0813.58,A gorilla is seen standing in the woods and looking at the camera.
B0666.40,A bird is seen flying over a field of trees.
B0882.17,A group of bears are seen walking along a river in the video.
B0653.7,A small animal is seen walking through the grass in the video.
B0526.2,A deer is seen walking through the woods in the video.
B0399.11,A dog is seen running through the woods in the video.
B0667.41,A deer is seen walking through the woods in the video.
B1019.50,A group of gorillas are seen walking through a forest.
B1052.44,A dog is seen walking on a rocky surface in the video.
B0911.3,A lizard is seen walking on a rock in the video.
B0674.53,A bird is seen flying through the air in the video.
B1005.7,A gorilla is seen walking on a rocky terrain in the video.
B1011.12,A dog is seen running through the woods in the video.
B0710.36,A bear is seen walking through the woods in the video.
B0726.22,A deer is seen walking through the woods in the video.
B0741.6,A lion is seen walking through the woods in the video.
B1002.38,A group of gorillas are seen walking through a rocky terrain.
B0495.11,A herd of deer are seen grazing in a field.
B0654.15,A bear is seen walking through the woods in the video.
B0624.4,A small animal is seen walking on a rock in the video.
B0702.13,The video shows a group of deer walking through a forest.
B0983.41,A black bear is seen walking on a rock in the video.
B0665.4,A bird is seen flying over a field of green grass.
B0806.29,A small animal is seen walking through the grass in the video.
B1030.9,A dog is seen walking on a rocky surface in the video.
B0086.7,A deer is seen walking through the woods in the video.
B0790.37,A deer is seen walking through the woods in the video.
B0913.18,A deer is seen walking through the woods in the video.
B0595.9,A small lizard is seen climbing up a rock in the video.
B0695.18,A kangaroo is seen walking through a field of grass.
B0649.52,A lion is seen walking through the trees in the video.
B0195.7,A dog is seen walking on a rock in the video.
B0675.59,A bird is seen flying through the trees in the video.
B0716.37,A bear is seen walking through the woods in the video.
B0593.1,A bird is seen flying over a rock wall in the video.
B0803.59,A dog is seen running through the woods in the video.
B0476.7,A dog is seen running through the woods in the video.
B1052.56,A bear is seen walking on a rock in the video.
B0696.52,A snake is seen slithering through the grass in the video.
B0980.12,A black and white cat is seen walking on a rock in the video.
B0862.14,A dog is seen walking on the ground in the video.
B0859.21,A bear is seen walking on the rocks in the video.
B0819.45,A dog is seen walking on a rock in the water.
B1001.19,A monkey is seen walking on a rock and then turns to the side.
B0806.25,A deer is seen walking through the woods in the video.
B0985.8,A group of elephants are seen walking in a line.
B1005.16,A wolf is seen walking through a forest and looking at the camera.
B0795.38,A monkey is seen climbing up a tree in the video.
B0779.61,A lion is seen walking through the grass in the video.
B0657.5,A black bear is seen walking through the woods in the video.
B0790.26,A squirrel is seen running across the ground in the video.
B0795.11,A monkey is seen climbing up a tree in the video.
B0967.41,A group of birds are seen standing on a rock in the water.
B0685.12,A bird is seen flying over a field of grass.
B0712.25,A monkey is seen climbing up a tree in the video.
B0855.12,A group of elephants are seen walking through a river.
B1019.63,A dog is seen running through the woods in the video.
B0816.53,A dog is seen walking through the woods in the video.
B0809.18,A monkey is seen climbing up a tree in the video.
B0694.42,A baboon is seen walking through the trees in the video.
B0690.34,A gorilla is seen walking through the forest and then turns around to look at the camera.
B0849.2,A dog is seen walking on a rock and then jumps off the rock.
B0736.30,A snake is seen slithering through the grass in the video.
B0628.7,A dog is seen running in the video.
B0548.5,A black bear is seen walking through a grassy area.
B0596.1,A bird is seen flying over a rocky cliff in the video.
B0623.9,A group of deer are seen grazing in the woods.
B1035.9,A small bird is seen perched on a rock in the video.
B0674.49,A deer is seen walking through the woods in the video.
B0968.26,A group of birds are seen flying over a rocky cliff.
B0609.8,A bird is seen perched on a rock in the video.
B0645.8,A monkey is seen walking on a tree branch in the video.
B0862.12,A dog is seen walking on the rocks in the video.
B1021.35,A dog is seen walking on a rocky hillside in the video.
B0893.8,A dog is seen walking on a dirt road in the video.
B1050.62,A dog is seen walking on a rock in the video.
B0116.6,A deer is seen walking through the woods in the video.
B0713.16,A bear is seen walking through the woods in the video.
B0047.10,A group of elephants are seen walking through a forest.
B0813.5,A bird is seen sitting on a branch in the video.
B1058.60,A deer is seen walking through the woods in the video.
B0670.49,A gorilla is seen walking through the forest in the video.
B0060.12,A deer is seen walking through the woods in the video.
B0948.10,A dog is seen running in the video.
B0420.5,A small animal is seen climbing up a rocky cliff.
B1037.22,A dog is seen walking on a rock in the video.
B0899.11,A dog is seen walking through the water in the video.
B0827.3,A group of animals are seen walking in a line in the video.
B0637.61,A bird is seen perched on a tree branch in the video.
B0675.19,A lizard is seen crawling on a rock in the video.
B0705.39,A bird is seen perched on a tree branch in the video.
B0819.31,A dog is seen walking on the beach in the video.
B0751.32,A deer is seen walking through the woods in the video.
B0814.29,A gorilla is seen walking through a forest and climbing up a tree.
B0089.5,A kangaroo is seen walking through the woods in the video.
B0812.13,A group of monkeys are seen standing on a tree branch.
B0794.45,A kangaroo is seen walking through the brush in the video.
B1000.18,"A large rock is shown in the video, and a small bird is seen flying around it."
B0830.11,A group of elephants are seen crossing a river in the video.
B0465.14,A small animal is seen walking across the desert in the video.
B0796.23,A monkey is seen climbing up a tree in the video.
B0408.9,A lion is seen walking through the grass in the video.
B0662.10,A gorilla is seen walking through a forest and looking at the camera.
B0665.57,A lizard is seen sitting on a branch in the video.
B0680.8,A deer is seen walking through the woods in the video.
B0664.32,A giraffe is seen walking through a forest in the video.
B0958.15,A black bear is seen walking through the woods in the video.
B0487.3,A small animal is seen walking on the ground in the video.
B0651.10,A baboon is seen sitting on a tree branch in the video.
B0237.13,A herd of wildebeests are seen walking across a dry grassy plain.
B0360.2,A black dog is seen walking through the brush in the video.
B0016.2,A group of elephants are seen walking through a river.
B0958.6,A small animal is seen walking on the ground in the video.
B0775.29,A bear is seen walking through the woods in the video.
B0943.4,A dog is seen running through the water in the video.
B0249.13,A small bird is seen flying over a desert landscape.
B0668.62,A group of deer are seen grazing in the woods.
B1052.52,A dog is seen walking on a rock in the video.
B0028.11,A bird is seen flying over a river in the video.
B0846.26,A bear is seen walking through the water in the video.
B0902.9,A deer is seen walking through the woods in the video.
B0787.62,A group of elephants are seen walking through the forest.
B0419.13,A bird is seen flying over a forest in the video.
B0403.3,A black bear is seen walking through the woods in the video.
B0693.44,A monkey is seen walking through the trees in the video.
B0944.12,A bird is seen flying over a rocky area in the video.
B0398.3,A monkey is seen eating leaves from a tree in the video.
B0701.9,A squirrel is seen climbing up a tree in the video.
B0724.17,A deer is seen walking through the woods in the video.
B0689.47,A deer is seen walking through the woods in the video.
B0735.35,A deer is seen walking through the woods in the video.
B0374.4,A dog is seen running through the grass in the video.
B0666.39,A bird is seen flying over a field of grass.
B0833.8,A group of elephants are seen walking through a river.
B1042.10,A dog is seen walking on a rock in the video.
B0683.60,A deer is seen walking through the woods in the video.
B0647.40,A baboon is seen walking through the grass in the video.
B0996.60,A dog is seen running through the woods in the video.
B0244.4,A group of animals are seen walking across a desert landscape.
B0538.3,A dog is seen walking on the ground in the video.
B0800.25,A baboon is seen walking through the grass in the video.
B0748.36,A deer is seen walking through the woods in the video.
B0731.38,A deer is seen walking through the woods in the video.
B1054.40,A dog is seen running through the woods in the video.
B0859.7,A bird is seen flying over a rocky terrain in the video.
B0221.1,A group of animals are seen walking in the desert.
B1061.21,A large dinosaur is seen walking on the ground in the video.
B0745.10,A bear is seen walking through the woods in the video.
B0340.5,The video shows a group of animals walking in a desert.
B0614.1,A dog is seen walking on a rock in the video.
B0883.2,A dog is seen walking through the woods in the video.
B0917.5,A black dog is seen walking on a rocky ground.
B0974.2,A wolf is seen walking through the woods in the video.
B0904.2,A spider is seen crawling on a web in the video.
B0389.11,A lizard is seen climbing up a rock in the video.
B0626.8,A dog is seen running through the woods in the video.
B1064.13,A black bear is seen walking through the woods in the video.
B0689.55,A deer is seen walking through the woods in the video.
B1050.57,A dog is seen walking on a rock in the video.
B0941.19,A group of deer are seen walking through a forest.
B0179.2,A bird is seen flying over a river in the video.
B0652.40,A bird is seen perched on a branch in the video.
B0807.10,A dog is seen walking through the woods in the video.
B0693.3,A bird is seen flying over a field of trees.
B0938.7,A bird is seen flying over a rocky terrain in the video.
B0863.19,A bird is seen flying over a river in the video.
B0810.26,A white bird is seen flying over a forest in the video.
B1026.38,A small animal is seen walking on a rock in the video.
B0965.21,A squirrel is seen running across a rock in the video.
B1050.19,A dog is seen running through the woods in the video.
B0678.30,A deer is seen walking through a forest with trees and bushes.
B0961.25,A deer is seen walking through the woods in the video.
B1032.51,"A large rock is shown in the video, but no animals are seen."
B0486.13,A deer is seen walking through the woods in the video.
B0899.1,A dog is seen walking through the grass in the video.
B0404.1,A group of birds are seen sitting on a pile of rocks.
B0940.3,A dog is seen walking on a rocky path in the video.
B0292.7,A small animal is seen walking through the grass in the video.
B0924.8,A kangaroo is seen walking on the ground in the video.
B0646.35,A gorilla is seen standing in a field with trees and bushes in the background.
B0796.34,A gorilla is seen sitting on the ground in a forest.
B0641.1,A small animal is seen walking on the ground in the video.
B0703.1,A squirrel is seen climbing up a tree in the video.
B0779.59,A bear is seen walking through the woods in the video.
B0736.37,A bird is seen perched on a branch in the video.
B0639.21,A gorilla is seen walking through the woods and climbing up a tree.
B0650.54,A group of bears are seen walking through the woods in the video.
B0641.44,A baboon is seen sitting on a branch with its young.
B0586.5,A monkey is seen climbing up a rock in the video.
B0764.11,A small animal is seen walking through the grass in the video.
B0112.1,A lion is seen walking through the trees in the video.
B0776.53,A black bear is seen walking through the woods in the video.
B0049.5,A lion is seen walking through a field of trees and bushes.
B0191.10,A crocodile is seen swimming in the water.
B0810.14,A bird is seen flying over a forest in the video.
B0681.25,A group of animals are seen walking through a forest.
B0783.13,A bear is seen walking through the woods in the video.
B0768.46,A deer is seen walking through the woods in the video.
B1052.7,A dog is seen walking on a rock in the video.
B0915.17,A gorilla is seen walking on a rocky terrain.
B0720.39,A monkey is seen eating leaves from a tree in the video.
B0290.9,A herd of animals is seen walking through a desert.
B0741.34,A giraffe is seen walking through a forest and eating leaves from a tree.
B0884.10,A deer is seen walking through the woods in the video.
B0680.21,A deer is seen walking through the woods and eating leaves from a tree.
B0747.37,A lion is seen walking through the woods in the video.
B0753.8,A lion is seen walking through the trees in the video.
B0272.17,A group of elephants are seen walking through a field of grass.
B0643.22,A small animal is seen walking through the woods in the video.
B0667.58,A deer is seen walking through the woods in the video.
B0766.64,A baboon is seen eating from a bush in the video.
B1005.39,A dog is seen running through the woods in the video.
B0020.2,A group of bears are seen walking through the woods.
B0976.23,A wolf is seen walking through the woods in the video.
B0831.9,A dog is seen walking on the beach and looking at the camera.
B0742.24,A dog is seen walking through the grass in the video.
B0691.27,A deer is seen walking through the grass in the video.
B0413.3,A bear is seen walking through the woods in the video.
B1005.20,A bear is seen walking through a forest and climbing up a hill.
B0669.63,A monkey is seen walking through the trees in the video.
B0777.33,A monkey is seen sitting on the ground in a forest.
B0693.48,A monkey is seen walking through the trees in the video.
B0785.40,A small animal is seen walking through the grass in the video.
B0191.7,A bird is seen flying over a rocky area in the video.
B0653.26,A squirrel is seen running through the woods in the video.
B0558.12,A bear is seen walking through the woods in the video.
B0657.18,A black bear is seen walking through the woods in the video.
B0530.6,A cow is seen grazing in a field of grass.
B0506.6,A gorilla is seen walking on a rocky terrain in the video.
B0856.9,A baby elephant is seen walking on the rocks in the water.
B1040.6,A dog is seen walking on a rock in the video.
B1035.27,"A large rock is shown in the video, and a small bird is seen flying in the air."
B1046.3,A black bear is seen walking through the woods in the video.
B1041.60,A small bird is seen perched on a rock in the video.
B0778.44,A monkey is seen walking on the ground in the video.
B0795.5,A monkey is seen sitting on a tree branch in the video.
B0824.4,A cow is seen walking down a dirt road in the video.
B0668.14,A group of deer are seen grazing in a field.
B0792.47,A deer is seen walking through the woods in the video.
B0698.12,A deer is seen walking through the woods in the video.
B0322.4,A black dog is seen walking in the desert.
B0895.5,A bird is seen flying over a rocky area in the video.
B0815.32,A dog is seen walking through the woods in the video.
B0806.35,A monkey is seen walking through the trees in the video.
B0674.54,A monkey is seen climbing up a tree in the video.
B0999.11,A group of elephants are seen walking in a line.
B0810.57,A bird is seen flying over a forest in the video.
B1026.19,A mountain goat is seen climbing up a steep rock face.
B0652.49,A bird is seen perched on a branch in the video.
B0640.57,A bear is seen walking through the woods in the video.
B0813.65,A group of elephants are seen walking through a forest.
B0969.41,A dog is seen walking on a rock in the video.
B0796.22,A monkey is seen climbing up a tree in the video.
B0539.4,A deer is seen walking through the woods in the video.
B0995.28,A small animal is seen walking on a rock in the video.
B0640.42,A monkey is seen walking through the grass in the video.
B0668.60,A deer is seen walking through the woods in the video.
B0034.8,A dog is seen running through the grass in the video.
B0901.15,A bird is seen flying over a rocky area in the video.
B0363.5,A group of animals are seen walking on a rocky terrain.
B0319.3,A small animal is seen walking across a field of grass.
B0301.11,A group of camels are seen walking in the desert.
B0684.25,A deer is seen walking through the woods in the video.
B1024.4,A small animal is seen walking on a rock in the video.
B0696.30,A snake is seen slithering through the grass in the video.
B0066.8,A deer is seen walking through the woods in the video.
B0691.4,A group of baboons are seen eating in a field.
B0661.4,A frog is seen jumping in the air in the video.
B0689.21,A baboon is seen standing on a log in the woods.
B0953.21,A group of deer are seen walking through a forest.
B0680.26,A deer is seen walking through the woods in the video.
B0670.52,A gorilla is seen walking through the forest and climbing up a tree.
B1029.35,A group of birds are seen flying over a mountain range.
B0679.37,A gorilla is seen walking through the jungle in the video.
B0817.22,A large brown bear is seen walking through the woods.
B0668.16,A deer is seen walking through the woods in the video.
B0684.12,A deer is seen walking through the woods in the video.
B0811.22,A deer is seen walking through the woods in the video.
B0375.4,A dog is seen running through the woods in the video.
B0694.65,A giraffe is seen walking through a field of trees.
B0409.2,A small animal is seen walking on the ground in the video.
B0694.55,A lion is seen walking through the trees in the video.
B0673.22,A deer is seen walking through the woods in the video.
B0967.7,A small animal is seen climbing up a rock wall in the video.
B0721.39,A dog is seen walking through the grass in the video.
B0966.5,A mountain goat is seen climbing up a rocky cliff.
B0814.40,A deer is seen walking through the woods in the video.
B0999.46,A small animal is seen climbing up a rock face in the video.
B0686.22,A lion is seen walking through the grass in the video.
B0772.18,A dog is seen running through a field of grass.
B0994.50,A monkey is seen climbing up a rock face in the video.
B0073.2,A deer is seen walking through the woods in the video.
B0790.23,A deer is seen walking through the woods in the video.
B0933.25,A gorilla is seen walking through a rocky area in the video.
B1020.19,A group of elephants are seen walking through a rocky terrain.
B1011.42,A black bear is seen walking through the woods in the video.
B0694.53,A baboon is seen sitting on a tree branch in the video.
B0965.24,A deer is seen walking through the woods in the video.
B0397.8,A deer is seen walking through a forest and then standing still.
B0763.3,A dog is seen walking through the woods in the video.
B0776.39,A deer is seen walking through the woods in the video.
B0805.31,A dog is seen running through the woods in the video.
B0901.1,A dog is seen running through the woods in the video.
B0060.1,A deer is seen walking through the woods in the video.
B0239.3,A group of animals are seen walking through a field of grass.
B0678.39,A deer is seen walking through the woods in the video.
B0747.28,A bird is seen perched on a branch in the video.
B0126.6,A bear is seen walking through the woods in the video.
B0326.2,A lion is seen walking through the desert and looking at the camera.
B0831.11,A dog is seen running through the water in the video.
B0074.14,A bear is seen walking through the woods and eating a piece of wood.
B0788.9,A giraffe is seen walking through a forest with trees and bushes.
B0966.9,A black dog is seen walking on a rock wall.
B0981.8,A dog is seen running through the woods in the video.
B0732.1,A group of birds are seen flying in the air.
B0677.5,A bear is seen walking through the woods in the video.
B0701.28,A monkey is seen climbing up a tree in the video.
B0728.11,A bear is seen walking through the woods and climbing up a tree.
B0882.8,A dog is seen walking in the water and looking at something.
B0790.15,A deer is seen walking through the woods in the video.
B0077.13,A bear is seen walking through the woods in the video.
B0420.9,A black bear is seen walking through the woods in the video.
B0490.6,A monkey is seen walking on the ground in the video.
B0850.23,A fish swims in the water and then jumps out of the water.
B0628.9,A dog is seen running in the video.
B0809.10,A bird is seen perched on a branch in the video.
B0804.4,A bird is seen flying over a forest in the video.
B0670.61,A gorilla is seen sitting on a rock in the woods.
B0610.2,A small bird is seen perched on a rock in the video.
B0887.8,A bear is seen walking through the woods in the video.
B0976.15,A dog is seen running through the woods in the video.
B0052.3,A baboon is seen sitting on a tree branch in the video.
B1011.29,A gorilla is seen standing on a rock in the video.
B0684.51,A deer is seen walking through the woods in the video.
B0667.35,A deer is seen walking through the woods in the video.
B0729.38,A lion is seen walking through the grass in the video.
B0901.42,A dog is seen walking on a rock in the water.
B0667.32,A deer is seen walking through the woods in the video.
B0717.20,A monkey is seen eating a piece of fruit in the video.
B0889.1,A bird is seen flying over a rocky area in the video.
B0713.28,A bear is seen walking through the woods in the video.
B0244.9,A bird is seen flying over a desert landscape.
B0458.7,A small animal is seen walking across the dirt in the video.
B0691.60,A black bear is seen walking through the woods in the video.
B0838.5,A group of deer are seen grazing in a field.
B1042.42,A small animal is seen walking on a rock in the video.
B1013.55,A group of monkeys are seen walking on a rock in the video.
B0946.13,A cow is seen walking in the grass in the video.
B0889.3,A bird is seen flying over a rocky area in the video.
B0133.3,A giraffe is seen eating leaves from a tree in the video.
B0770.6,A giraffe is seen walking through a field of trees.
B0842.12,A deer is seen walking through the woods in the video.
B0704.12,A baboon is seen sitting on a tree branch in the video.
B0659.24,A deer is seen walking through the woods in the video.
B0672.10,A black cat is seen climbing up a tree in the video.
B0524.7,A small animal is seen walking through the grass in the video.
B0995.22,A small animal is seen walking on a rock in the video.
B0754.30,A lion is seen walking through the grass in the video.
B0751.25,A deer is seen walking through the woods in the video.
B0923.4,Two bears are seen playing with each other in the video.
B0917.6,A lizard is seen walking on a rock in the video.
B0661.10,A deer is seen walking through the woods in the video.
B0637.59,A baboon is seen sitting on a tree branch in the video.
B0789.41,A bird is seen perched on a tree branch in the video.
B0727.3,A small animal is seen walking through the grass in the video.
B0213.2,A small animal is seen walking across the ground in the video.
B1045.9,A monkey is seen climbing up a tree in the video.
B0816.22,A snake is seen moving through the grass in the video.
B0246.1,A small animal is seen running through the grass in the video.
B0812.35,A monkey is seen climbing up a tree in the video.
B0683.10,A dog is seen walking through the woods in the video.
B0736.12,A deer is seen walking through the woods in the video.
B0661.50,A gorilla is seen walking through the grass in the video.
B0815.41,A large green lizard is seen walking on the ground in the video.
B0472.10,A deer is seen walking through the woods in the video.
B0292.5,A small animal is seen running across the desert in the video.
B0936.11,A deer is seen walking through the woods in the video.
B0626.1,A dog is seen running through the woods in the video.
B0899.41,A bird is seen flying over a rocky area in the video.
B0771.61,A gorilla is seen walking through the grass in the video.
B1050.18,A dog is seen running through the woods in the video.
B0746.30,A monkey is seen climbing up a tree in the video.
B1008.12,A group of elephants are seen walking through a rocky terrain.
B0779.44,A lion is seen walking through the grass in the video.
B0505.6,A monkey is seen walking on a rock in the video.
B0890.19,A deer is seen walking through the woods in the video.
B0341.1,A group of camels are walking in a desert.
B0775.18,A koala is seen standing on a tree branch in the video.
B0666.18,A bird is seen flying over a field of trees.
B0659.52,A deer is seen walking through the woods in the video.
B0708.13,A baboon is seen sitting on a tree branch in the video.
B0021.7,A dog is seen running through the snow in the video.
B0767.51,A gorilla is seen eating leaves from a tree in the video.
B1002.47,A dog is seen walking on the ground in the video.
B0663.45,A lion is seen walking through a field of trees and bushes.
B0052.7,A bird is seen perched on a tree branch in the video.
B0694.64,A lion is seen walking through the grass in the video.
B1029.41,A dog is seen running through the woods in the video.
B0724.11,A deer is seen walking through the woods in the video.
B0652.62,A lizard is seen climbing up a tree in the video.
B0285.9,A group of camels are seen walking in the desert.
B0029.4,A bird is seen flying over a field of grass.
B0721.4,A small animal is seen walking on the ground in the video.
B0738.31,A large bear is seen walking through the woods in the video.
B0706.28,A baboon is seen standing on a rock in the wild.
B0985.4,A herd of elephants are seen walking in a line.
B0678.11,A deer is seen walking through the woods in the video.
B1023.15,A group of wolves are seen walking through a rocky terrain.
B0656.24,A black bear is seen walking through the woods in the video.
B0556.5,A small animal is seen walking on the ground in the video.
B0961.11,A small animal is seen walking on the ground in the video.
B0754.17,A lion is seen walking through the grass in the video.
B0805.60,A deer is seen walking through the woods in the video.
B0079.5,A bear is seen walking through the woods in the video.
B0768.61,A bird is seen flying over a forest in the video.
B0699.1,A baboon is seen walking through the grass in the video.
B0239.12,A herd of cattle is seen walking through a field.
B0745.24,A deer is seen walking through the woods in the video.
B0042.13,A dog is seen walking through the grass in the video.
B0791.14,A deer is seen walking through the woods in the video.
B0753.16,A lion is seen walking through the forest in the video.
B0765.1,A baboon is seen sitting on a rock in the video.
B0683.8,A dog is seen walking through the woods in the video.
B0630.3,A dog is seen running through the woods in the video.
B0880.7,A dog is seen walking through the grass in the video.
B0819.17,A group of elephants are seen walking through a river.
B0692.25,A lion is seen walking through a field of trees and bushes.
B1004.9,A group of gorillas are seen standing in a rocky area.
B0021.1,A dog is seen running through the snow in the video.
B0465.2,A small animal is seen running across the desert in the video.
B0429.12,A small lizard is seen crawling on a rock in the video.
B0136.1,A squirrel is seen running across the ground in the video.
B0903.17,A bird is seen flying over a rock in the video.
